d01,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
8/31/2021,7.511,7.3125,7.313,7.5885,8.73,7.6435,7.1825,7.1465,7.363,13.9835,9.693,11.0505,10.8395,12.5345,19.7325,21.483,17.0745,19.5595,19.4645,13.6895,20.6885,21.0825,17.5565,16.674,14.659,13.356,13.8625,12.19,11.577,11.3615,10.3595,10.405,10.3295,11.1015,10.879,10.731,8.921,9.3325,9.821,9.1155,8.811,8.5775,8.337,8.022,7.799,7.4985,7.386,7.2885
9/1/2021,7.28,7.2635,11.117,10.3975,7.414,7.052,7.15,7.2035,7.237,13.485,12.14,12.961,11.9135,11.555,19.9285,18.562,19.093,23.8515,14.2535,18.6685,19.384,15.7435,20.909,18.4635,15.0855,13.9775,13.7975,13.045,11.529,12.9925,12.157,11.959,12.432,10.3175,11.3355,11.012,9.9365,9.5335,9.7835,9.7805,9.5185,9.4185,8.832,8.2635,8.321,7.966,8.0505,7.9855
9/2/2021,7.888,7.7265,7.582,7.5525,7.4475,7.367,7.318,7.4325,7.6245,11.114,12.362,10.3025,11.082,12.411,12.6915,21.477,20.174,21.3905,17.7515,22.017,20.1635,19.7665,19.8905,15.517,12.854,10.8765,15.8685,14.564,14.053,12.7815,11.326,10.1465,9.4115,8.883,10.2445,9.8485,8.605,8.759,9.471,8.8,8.6795,8.667,8.4525,8.194,8.0175,7.787,7.5605,7.5835
9/3/2021,7.4165,7.149,7.056,6.9785,6.9285,6.851,6.912,6.9725,7.2285,13.519,10.867,8.9085,8.532,8.5315,14.203,12.5565,20.676,15.549,23.09,13.0925,14.095,22.8985,14.8135,10.6875,16.765,15.811,16.6355,16.5395,12.8505,13.5615,11.4455,9.8845,10.1735,9.699,9.7285,9.878,9.127,9.327,9.6125,9.14,8.8185,8.6995,8.2885,8.2105,7.879,7.922,7.956,7.5805
9/4/2021,7.755,7.5795,7.6535,7.547,7.6125,7.699,7.751,7.7885,10.876,8.1565,8.838,12.2555,11.696,10.007,11.69,12.7305,13.0485,12.035,14.7855,16.6465,17.9245,17.406,17.9345,14.708,19.773,16.323,15.021,17.388,20.753,13.477,17.196,11.938,10.1835,10.66,11.123,10.6575,8.9505,9.1025,9.6745,9.5385,9.1145,8.925,8.463,7.693,7.7615,8.6685,7.839,7.558
9/5/2021,7.244,7.3135,7.475,7.199,7.2825,7.212,7.3245,7.288,7.309,8.041,8.3495,11.849,14.5365,10.883,19.194,15.079,21.45,17.4345,17.805,14.772,20.213,15.9355,19.275,14.9895,16.616,13.3775,12.5945,9.7195,11.779,10.979,9.968,10.1205,9.4695,9.7305,9.7975,10.152,8.674,9.1225,9.09,9.1965,9.251,9.3995,8.9295,8.601,7.816,7.6535,7.8685,7.862
9/6/2021,7.7245,7.8615,9.3285,9.9485,8.443,7.5,7.284,7.3985,7.5195,13.427,9.296,8.5735,8.374,8.6065,21.918,18.6945,18.432,21.1485,18.262,19.6555,16.5595,20.9365,17.301,15.7015,14.837,13.428,14.5635,14.075,11.934,10.556,11.105,11.7045,10.846,10.062,10.716,11.495,11.5725,9.866,10.24,10.481,10.0805,9.2055,9.435,8.648,8.659,11.3675,9.854,8.7775
9/7/2021,8.309,8.338,8.2825,8.3275,8.091,8.054,7.6635,7.945,7.9915,14.9745,10.7,13.1345,11.648,9.8445,13.7415,15.6615,19.925,15.76,17.2175,16.4895,18.068,17.3575,17.4,21.954,18.745,18.5055,17.683,13.6125,16.452,13.8265,11.0535,10.7225,9.5355,9.499,9.3195,9.241,10.397,9.626,9.7775,9.611,9.1915,9.183,9.0795,8.3355,9.615,11.649,8.3055,8.226
9/8/2021,7.7135,7.6975,7.9,7.7545,7.8525,8.043,7.772,7.634,7.939,14.047,12.8215,13.2435,11.1565,10.702,14.551,20.199,22.285,20.4855,22.699,17.4295,15.625,23.203,19.242,17.894,16.317,14.3615,15.2985,14.056,12.3095,11.827,11.572,11.573,10.8425,11.0745,10.9485,10.997,11.132,10.602,10.6895,10.234,9.894,9.786,8.7285,8.34,8.0405,7.674,7.6915,7.7995
9/9/2021,8.007,7.6295,7.3595,7.181,7.1145,7.057,10.0735,8.053,7.3155,7.793,8.259,12.239,10.749,11.378,18.4745,12.9735,15.1415,23.5915,16.791,21.8795,22.848,20.2745,19.9065,23.145,21.8835,16.5655,16.95,14.892,17.3985,14.528,12.483,12.851,11.2425,12.6015,12.6405,11.776,11.146,10.441,10.9165,9.994,9.5435,11.573,9.9285,8.0355,8.253,7.756,7.814,7.7005
9/10/2021,7.633,7.6055,7.752,7.5565,7.499,7.6005,7.64,7.628,7.685,8.3585,8.624,12.6875,11.959,10.402,15.729,17.271,23.127,22.1625,18.25,12.7955,15.7905,16.626,22.4695,22.79,18.9405,19.2905,15.2625,13.561,14.685,14.3315,14.307,10.83,11.401,10.7955,11.6045,11.6135,11.0825,10.079,10.403,9.534,9.3885,8.8425,8.675,8.427,8.429,8.1905,8.1175,8.0245
9/11/2021,7.9255,7.9735,7.9525,7.779,7.878,9.9975,11.7185,8.1995,7.89,15.277,10.902,17.506,17.2105,13.377,14.1145,15.3385,18.3595,14.7475,16.86,12.454,15.3635,18.2835,16.1875,15.7315,13.7015,11.6895,13.808,13.221,12.645,13.0585,12.8305,11.95,11.48,10.1745,10.391,9.2475,10.0735,10.2655,10.158,9.266,8.744,8.562,8.7075,8.1775,8.1105,8.015,7.895,7.596
9/12/2021,7.5575,7.4425,7.512,7.5715,7.526,7.383,7.4625,7.4505,7.4905,10.9065,10.8185,8.967,20.1175,12.627,18.989,19.069,16.9815,18.533,23.511,24.767,18.3175,20.1735,15.5795,15.0185,17.3965,14.491,11.0605,11.955,12.59,13.558,12.572,10.9775,10.2035,10.64,11.471,11.1255,9.884,9.8745,9.91,9.0665,8.7215,8.526,8.1395,8.2825,7.932,8.1585,7.516,7.253
9/13/2021,9.9715,8.678,7.773,7.279,7.5185,7.43,7.4635,7.5835,7.7825,8.2345,8.7555,11.867,18.312,11.5775,12.807,13.576,15.2125,17.201,12.6725,16.4815,15.6775,24.6385,18.032,22.7215,14.757,20.8665,13.343,20.1915,14.9815,11.506,11.2025,10.799,10.1165,9.3525,9.9345,9.583,9.71,9.33,9.4695,8.917,8.9915,8.933,7.859,7.898,7.617,7.4545,7.5555,9.8285
9/14/2021,9.1855,7.659,7.238,7.242,7.235,7.229,7.282,7.417,7.466,7.8435,8.4465,12.177,11.12,9.693,16.914,19.4685,19.491,20.5955,16.0195,16.19,21.185,27.3175,20.6425,20.0615,14.7985,15.5805,15.918,14.907,14.432,11.883,12.3455,12.2175,11.242,10.816,11.319,10.789,10.0635,9.4445,9.6175,9.093,8.7795,8.6955,8.6565,8.4505,7.866,7.548,7.575,7.6045
9/15/2021,7.3145,7.5005,7.384,7.183,7.0205,7.1225,6.987,6.8985,7.4175,10.5885,8.8185,13.1635,12.8875,11.8805,12.3095,13.359,18.6055,15.2535,21.437,15.354,22.522,14.034,23.933,18.415,20.1735,12.7335,16.2325,18.41,12.937,13.787,13.0585,11.1485,11.1095,11.2345,11.364,11.2865,10.2755,9.338,9.4385,9.027,9.433,11.5885,9.147,8.789,8.1305,8.1565,7.878,7.844
9/16/2021,7.6125,7.5695,7.592,7.3905,7.357,7.4275,8.055,7.5125,7.981,15.4415,9.556,9.137,14.709,11.5805,12.272,12.275,15.049,15.67,18.9485,18.255,15.8355,17.5715,14.6015,21.2315,15.6095,18.3715,14.823,14.5035,17.157,13.9625,11.5345,11.7145,11.585,10.8035,11.4185,11.413,10.1525,9.482,9.4605,8.718,9.812,10.5495,7.896,7.4775,7.304,7.338,7.196,7.2035
9/17/2021,6.9845,6.9405,9.1225,9.09,7.1385,6.9595,6.9305,6.944,7.0065,12.2965,11.1165,9.425,14.244,10.619,11.8415,15.981,22.6615,21.987,15.951,17.101,20.8555,21.8005,18.3955,13.929,11.8485,13.643,10.3895,12.0295,13.069,14.629,14.893,12.5475,10.4545,9.552,10.34,10.542,10.922,9.2135,9.624,8.781,8.936,8.598,8.2285,8.2375,7.6305,7.587,8.7325,10.0215
9/18/2021,9.5335,7.642,7.467,7.363,7.421,7.4815,7.384,7.417,7.4105,7.5735,8.4685,11.7455,12.3085,10.032,19.06,20.905,18.7935,24.8745,20.4675,18.4845,13.199,21.66,18.4,15.234,20.535,14.752,14.289,12.106,13.618,13.914,13.1835,12.7405,11.953,11.637,11.5305,11.474,9.981,9.686,10.189,9.8305,9.89,9.6085,8.959,8.2895,8.1,7.992,7.7545,7.541
9/19/2021,7.4035,7.468,7.5785,8.794,7.5605,7.38,7.43,7.4105,7.3995,8.1475,9.2275,12.911,11.7965,9.433,17.6315,18.6355,20.834,22.003,23.872,20.576,18.232,18.35,12.071,14.7595,14.1835,13.0465,12.115,11.659,11.6415,11.9675,10.492,10.5165,10.4265,10.3425,10.451,10.4915,9.461,9.4175,9.3225,9.1295,8.5565,8.163,7.8415,7.7485,7.6225,7.6125,7.464,7.4585
9/20/2021,7.318,7.4255,7.485,7.229,8.784,7.8855,7.3835,7.325,7.407,15.598,14.732,13.857,18.1325,10.6535,12.589,17.0445,16.518,18.132,11.5555,21.3995,20.0775,18.974,15.1155,16.3935,12.703,12.2135,11.5185,11.303,13.4935,14.483,12.263,10.1255,9.763,9.2395,10.751,10.7345,9.694,9.48,9.9685,9.3255,8.689,8.5605,8.866,8.0345,8.013,7.962,7.87,7.759
9/21/2021,8.3415,7.5925,7.752,10.201,11.1075,7.954,8.219,7.6395,7.773,12.372,10.0845,16.187,12.3955,10.0645,12.7295,20.2835,16.6045,18.612,24.1375,13.236,12.9105,21.822,12.8175,19.6855,14.057,13.1785,14.153,12.658,13.477,11.144,11.236,11.324,9.826,9.3535,9.851,10.1465,10.2,9.7665,9.462,10.039,9,8.857,8.9,8.6315,8.706,8.7945,8.351,8.301
9/22/2021,8.4535,8.172,8.2545,8.09,8.3805,10.6355,10.2005,8.329,8.362,14.2475,13.3355,19.1905,11.9475,10.8655,12.6745,13.8665,19.39,16.6785,21.9045,17.235,17.8105,20.4015,17.518,19.6975,15.886,15.9355,15.586,19.0235,13.202,13.1145,11.0575,11.1855,10.8905,9.891,9.447,10.246,9.6545,9.2785,9.598,9.768,9.175,8.8735,8.895,8.544,8.0025,7.7105,7.6555,7.6915
9/23/2021,7.742,7.774,7.9515,10.5575,8.1455,7.6425,7.4975,7.5845,7.723,7.981,8.9685,12.6145,12.182,10.125,12.0795,12.9505,18.671,15.631,21.172,16.069,18.0215,19.551,20.398,22.4465,17.482,17.6515,13.461,19.0745,13.46,12.867,13.255,10.5745,11.0955,10.7225,10.459,9.578,9.5135,9.172,9.597,8.716,8.618,8.5725,8.1105,7.558,7.1385,7.0205,7.175,7.196
9/24/2021,7.094,8.1595,7.4705,7.2375,7.17,7.061,7.1585,7.2145,7.1735,15.4395,10.296,19.4615,14.6875,14.0505,18.707,17.0535,19.168,19.9155,14.887,17.871,18.2865,17.5005,18.504,18.109,15.371,11.6265,12.0715,12.3615,12.362,14.097,13.162,10.289,10.9,9.8275,11.1245,10.856,10.426,9.719,9.4005,9.508,8.918,8.7,8.588,8.506,8.207,8.324,7.9945,7.784
9/25/2021,7.5815,7.7555,7.72,7.6685,7.6035,7.7325,7.6415,7.825,7.741,8.092,8.433,9.339,11.0825,10.434,11.135,16.6795,20.772,18.591,21.0115,22.4855,18.8925,19.1465,19.2805,18.35,16.5795,16.083,14.2865,12.818,11.8895,11.2675,10.185,9.9515,9.138,9.28,9.895,10.4435,9.9815,9.413,9.302,8.874,8.7125,8.423,9.1245,10.0485,7.9415,7.7675,7.743,7.7885
9/26/2021,7.614,7.637,7.6435,7.535,7.763,7.56,7.605,7.516,7.651,7.7635,8.1545,8.6185,8.998,9.093,15.976,15.308,22.6685,22.497,15.7805,13.922,24.2135,17.2265,18.654,20.6855,15.7775,14.5725,13.4945,11.108,12.0645,11.879,10.7655,10.877,9.8625,9.4985,10.0795,10.934,10.2075,9.601,9.825,9.6005,9.3525,9.297,9.048,8.8755,8.195,8.2835,8.237,8.289
9/27/2021,8.208,7.84,7.6485,7.124,7.7065,7.774,7.2165,7.327,8.115,7.978,7.747,11.204,11.951,11.443,16.147,17.622,21.961,20.604,19.1295,15.63,15.9,19.38,23.568,14.7535,19.9875,13.9115,12.9705,12.6185,12.5845,10.7705,11.4495,10.4565,10.1745,9.479,9.9805,10.1585,10.4355,9.8115,9.529,8.571,9.556,8.763,7.944,8.102,8.3575,7.207,7.5345,7.9125
9/28/2021,7.5965,7.265,7.7835,8.55,8.2195,7.5125,7.6985,7.4445,7.631,8.3085,8.783,12.3295,11.4,11.1975,17.342,21.7895,16.082,25.649,19.013,19.5185,18.7625,18.2255,18.395,16.086,12.26,13.8745,13.2425,12.36,15.0145,11.456,10.871,11.7065,10.9725,10.8535,11.1715,12.1365,10.453,9.0855,9.5095,9.528,9.1295,8.9005,9.4945,9.1995,8.5805,8.621,8.62,8.19
9/29/2021,7.4295,8.07,7.977,7.905,7.278,7.769,8.2335,7.7975,7.3515,8.1435,8.4985,9.059,10.887,11.64,18.169,22.782,16.0145,24.979,18.553,15.3545,23.93,20.913,22.147,19.9825,18.632,12.6405,13.4505,11.2695,12.5065,12.892,13.073,11.5635,12.2205,9.9845,10.8195,11.1775,10.895,9.281,9.721,9.0685,8.429,8.358,7.9515,8.099,7.642,7.247,7.4725,7.196
9/30/2021,7.0465,7.1895,7.378,11.382,11.4835,7.8405,7.5665,7.4665,7.5285,7.99,7.8675,8.137,11.2645,10.553,16.982,16.149,23.155,20.9795,18.869,14.114,17.617,20.987,22.545,17.927,19.2285,13.3095,15.7435,13.473,14.1335,12.5505,11.5765,11.7435,11.0335,10.591,11.992,11.212,9.6245,9.416,9.7365,8.646,8.4065,8.2405,8.055,7.6465,7.466,8.8685,10.9315,8.486
10/1/2021,7.343,7.238,7.4835,7.183,7.1315,7.16,7.1465,7.088,7.342,7.546,8.3305,8.7355,11.542,11.212,16.808,16.2745,18.5755,17.1685,23.202,15.9995,17.154,18.68,18.9145,16.121,15.3325,14.775,14.126,14.594,15.8475,13.234,13.487,10.6255,10.855,9.944,9.3765,10.467,10.0155,9.073,9.3795,8.933,8.2095,7.9225,7.59,9.5555,11.829,7.9555,7.3645,7.2495
10/2/2021,7.1765,7.495,7.3915,7.258,7.2655,7.414,7.237,7.294,7.46,8.0695,8.231,8.55,10.9375,11.34,10.8165,13.7175,12.2315,12.9665,15.7055,16.82,21.4155,19.8145,20.575,13.811,19.782,13.8505,13.895,24.892,18.2455,18.786,11.8265,13.272,12.8055,10.461,11.6735,10.3285,9.1185,9.3175,9.8235,9.9015,9.295,8.835,8.189,7.79,7.4565,7.5215,7.5555,7.54
10/3/2021,7.545,7.383,8.1555,10.0545,7.6375,7.521,7.213,7.205,7.293,7.8075,8.32,8.6745,17.378,13.7485,20.1775,16.3565,19.7795,16.992,17.696,15.831,19.4725,19.533,16.5745,13.5425,16.463,11.0665,13.9715,9.7825,11.028,12.6255,10.235,11.7645,10.629,10.2805,10.6735,10.967,9.033,8.992,9.388,11.2305,11.2435,8.847,8.0195,7.8535,7.5295,12.392,9.0095,7.499
10/4/2021,7.238,7.1585,7.2385,7.409,7.1835,7.236,7.1205,7.042,7.171,7.9485,8.698,8.7545,9.337,8.979,17.799,16.677,24.119,25.064,19.556,13.5645,23.072,21.2165,15.3635,16.822,12.6035,14.427,16.0165,12.9045,15.7825,12.8655,11.0465,10.3545,10.3355,10.982,11.529,11.323,11.081,9.4175,9.8885,10.6455,10.4695,8.6415,9.9265,8.23,7.814,11.8955,10.423,7.4425
10/5/2021,7.253,7.1565,10.74,8.6695,7.096,6.8875,6.9455,6.946,6.988,7.6025,8.282,11.017,12.394,10.2885,15.53,16.8705,22.0355,18.2285,19.9255,11.3265,19.228,18.3715,21.622,18.758,14.2225,12.35,15.097,13.867,13.2545,13.6805,12.571,11.438,10.744,10.3905,11.3655,11.635,10.536,9.406,9.968,8.9705,8.8485,8.3815,8.0215,9.9655,10.42,7.829,7.3035,7.327
10/6/2021,7.2125,7.0635,7.0795,7.2455,7.079,7.008,7.081,7.0465,7.697,8.2185,11.088,11.472,12.641,10.5945,15.802,18.8155,23.0545,20.7885,19.1925,17.96,18.8725,22.8645,20.2195,19.553,18.918,12.0525,14.024,13.3535,12.189,12.7115,11.8555,11.19,10.3315,9.383,10.256,10.3545,9.43,9.099,9.148,9.465,8.79,8.883,8.2595,8.3115,8.058,7.9915,7.9445,7.844
10/7/2021,7.765,7.7725,7.706,7.679,7.596,7.5625,7.6535,7.502,7.5565,7.7195,8.28,11.8785,11.58,9.9735,16.0965,14.7915,22.156,20.388,18.1395,13.105,19.7125,19.4475,17.2295,12.2055,16.5965,15.818,13.5515,13.554,12.983,12.426,12.577,10.4865,10.625,10.847,11.683,11.077,12.1305,11.864,13.286,14.125,8.4705,8.1725,8.288,7.3635,7.309,7.1485,6.951,6.8665
10/8/2021,6.871,6.8605,6.919,6.9405,6.88,6.9405,6.9865,7.0805,7.1255,8.4465,8.3305,12.138,11.084,12.0125,17.959,16.968,22.5385,24.01,15.3365,13.931,20.3115,19.016,14.5145,15.1275,13.579,14.4955,12.688,12.047,15.0705,14.6315,11.6015,10.71,10.0295,9.9575,10.997,11.442,9.142,9.015,8.7555,8.8375,11.4685,10.683,8.419,7.8935,7.7725,7.29,7.4195,7.416
10/9/2021,7.413,7.3505,7.2505,9.962,7.439,7.265,7.3,7.3045,7.3095,7.6605,7.948,8.176,8.4865,8.2175,9.5525,10.393,12.151,13.6715,14.9255,15.693,15.5795,12.434,11.811,10.781,14.777,15.327,15.4935,14.2505,13.167,11.772,10.521,9.7955,10.2735,9.375,10.1455,10.401,10.2855,14.665,13.5225,10.407,9.2175,8.934,8.704,7.9855,7.729,7.751,7.5165,7.4285
10/10/2021,7.4895,7.572,7.6625,13.677,10.85,7.7415,7.5185,7.5415,8.5035,10.564,8.453,8.669,8.8045,8.5855,9.501,15.135,19.5855,17.463,16.1675,18.0725,17.115,17.352,18.941,12.767,16.659,18.3845,13.6785,17.0405,20.6055,12.7675,16.8275,15.722,10.407,10.371,11.03,10.775,15.1115,12.6935,10.2695,9.6735,9.3055,8.8175,8.284,8.5985,8.179,13.96,9.4915,7.8785
10/11/2021,7.5395,7.677,7.728,7.518,7.425,7.4525,7.4405,7.4085,7.325,7.4085,8.1915,11.174,11.8415,10.8895,11.063,12.3915,17.298,15.9765,11.977,21.862,14.561,17.801,18.847,22.2085,15.794,18.326,16.2035,18.2585,12.368,15.165,10.616,10.3255,9.3905,9.9555,9.762,10.187,9.1485,8.8995,9.234,8.84,8.586,7.9195,7.447,7.315,7.15,7.1175,7.32,7.084
10/12/2021,7.167,7.104,7.101,7.18,7.221,7.006,6.9665,6.856,6.933,7.192,8.253,12.679,11.401,11.6925,18.805,21.486,18.5685,18.0165,23.5015,16.723,20.144,21.099,16.666,14.3315,15.617,13.1925,13.9805,13.048,13.1205,13.135,11.774,11.207,10.106,10.4535,10.9,11.095,11.6165,9.733,9.406,8.891,8.692,8.485,8.346,9.557,9.6395,8.231,7.725,7.5995
10/13/2021,7.219,7.281,7.215,9.964,8.95,7.3505,7.059,7.035,7.2595,7.432,8.1015,8.667,10.8635,10.4335,17.2785,13.001,12.0685,20.815,11.9835,18.173,17.3675,20.8995,18.236,15.037,15.0175,12.935,11.7595,14.5435,13.125,11.1725,11.126,9.8865,10.338,10.184,9.8745,9.8985,9.262,9.0285,9.464,8.975,8.656,8.0815,8.0495,8.0445,7.8455,8.2205,10.3365,7.2795
10/14/2021,7.018,7.0365,7.052,6.8455,6.8865,6.809,6.95,6.939,6.8,7.427,7.8245,8.28,10.4005,12.388,12.5985,13.581,15.151,18.8285,19.264,14.989,23.7445,19.5645,18.9095,20.893,15.2905,17.9735,13.891,14.903,12.6315,11.565,12.1085,11.677,11.188,10.126,10.821,10.737,9.3215,8.9895,9.5585,8.666,8.3015,8.035,7.487,8.458,8.5715,7.4665,7.2465,7.1325
10/15/2021,7.045,7.124,7.1405,7.035,7.083,6.984,6.9565,6.9815,7.1525,7.612,8.2055,8.659,10.49,11.2105,17.969,21.6865,19.365,24.9055,11.498,22.214,18.269,18.696,15.744,17.0865,13.4705,10.181,11.3285,10.6585,12.189,16.56,12.104,10.054,9.2995,9.071,9.3205,9.356,8.842,8.221,8.4575,8.3415,8.17,8.088,7.2415,7.069,6.9655,6.8425,6.7765,6.682
10/16/2021,6.7215,6.6505,6.638,6.715,6.5185,6.4605,6.554,6.5845,6.695,7.0715,7.8195,11.7805,11.374,10.873,17.0175,21.264,17.8745,24.7225,19.367,21.55,18.3985,18.5755,16.691,13.476,10.797,11.136,12.0305,11.498,12.1665,11.6685,10.064,9.141,9.3415,9.55,9.83,10.938,10.4085,8.754,9.162,8.7195,8.389,8.2735,8.164,7.9575,7.575,7.4535,7.2875,7.2225
10/17/2021,7.2765,7.2775,8.4515,9.569,8.279,7.3015,7.3645,7.3215,7.435,7.9245,8.618,11.679,11.4975,12.6065,18.019,21.7015,17.764,18.3925,20.498,14.727,21.5465,19.902,16.7695,13.978,11.5785,11.539,12.948,10.721,9.9355,10.1845,9.304,9.4955,9.868,10.681,11.065,9.0735,8.57,8.3655,8.773,8.613,8.528,8.0745,8.087,7.7335,7.485,7.355,7.2865,7.1925
10/18/2021,7.366,7.1975,6.952,6.982,6.9415,6.925,6.888,6.921,7.0365,7.593,7.9725,8.2195,10.33,11.255,17.012,19.9705,18.0955,24.854,12.8255,14.478,20.257,21.172,19.6925,20.836,15.2875,17.549,14.412,12.243,14.1895,12.942,11.3455,10.9765,11.0795,10.5605,11.6975,11.713,9.383,8.9015,8.9745,8.877,8.7225,8.507,7.9275,9.306,11.521,8.0335,7.3455,7.1915
10/19/2021,7.101,7.0185,7.094,7.018,7.0335,7.1795,7.1695,6.96,6.993,7.345,8.0875,11.0055,11.345,11.2595,21.7305,18.3105,19.48,25.167,13.066,11.0245,19.249,17.361,16.486,15.7895,12.094,14.362,13.531,13.766,12.174,13.084,10.916,11.4415,10.35,10.553,9.513,8.858,8.886,8.67,8.8345,9.0005,8.1755,8.202,8.2355,8.004,7.8385,7.705,7.8155,7.5625
10/20/2021,7.565,7.472,7.524,7.327,7.28,7.2885,7.3505,7.4315,7.366,7.31,7.965,10.505,11.561,10.41,13.393,13.479,19.7225,15.3725,12.3685,13.6315,21.6815,18.0425,18.809,17.1765,15.3205,13.144,12.08,16.8995,12.974,12.253,10.294,11.3415,10.0765,10.7385,10.3425,10.1535,9.3165,9.3645,9.355,8.807,8.6145,8.3505,7.9365,7.8495,7.616,7.693,7.5725,7.441
10/21/2021,7.464,7.239,7.2765,6.782,6.854,7.864,7.51,7.431,8.686,9.6345,8.055,11.267,11.4245,10.2035,12.0015,13.3315,22.909,19.505,15.474,12.088,19.842,18.9445,18.415,18.6045,15.925,20.346,17.163,12.074,13.9825,15.249,11.618,10.458,9.822,10.7725,11.629,11.1865,9.4515,9.06,8.9705,8.927,8.633,8.337,7.9745,7.413,7.1125,6.9245,6.6925,6.7875
10/22/2021,6.8035,6.867,6.8755,6.8425,6.66,6.603,6.6725,6.623,6.785,7.0535,7.5255,11.3815,11.5685,9.439,16.6175,18.6255,17.8625,22.2155,15.4815,11.126,21.668,21.447,16.3595,17.007,10.8265,11.67,13.25,11.1095,11.8545,13.0455,11.042,10.3315,9.855,10.314,10.6765,10.679,8.303,8.1085,8.69,8.2165,7.7675,7.6885,7.34,7.295,7.22,7.209,11.4275,10.9385
10/23/2021,6.9715,6.755,11.378,7.167,6.9295,6.626,6.7635,6.69,6.7055,6.9745,7.5195,7.3955,9.4095,10.435,18.063,18.897,21.4315,20.6335,20.3275,18.547,15.79,18.374,13.5,17.954,12.372,11.673,11.9515,12.0505,12.799,12.4675,11.251,9.8525,11.294,10.2785,11.3665,10.565,10.944,8.811,8.9275,8.6535,8.2895,8.0235,7.7885,7.423,7.3575,7.4815,7.144,7.431
10/24/2021,7.0245,7.168,7.1965,6.9145,6.991,7.0235,6.96,7.0685,7.1065,7.2815,7.5245,9.0125,13.7315,11.6785,11.4875,21.849,21.342,20.44,19.46,15.43,22.251,20.308,18.786,17.56,17.4025,11.41,12.875,9.6565,12.074,12.064,10.2435,9.754,9.9225,10.904,11.18,9.6295,8.8855,8.479,8.3855,8.4915,8.0505,7.7565,7.5625,8.668,9.1055,7.0885,6.633,6.5675
10/25/2021,6.5355,6.569,9.397,8.4785,6.5555,6.5005,6.7135,6.529,6.4535,6.7585,7.734,10.83,12.012,9.764,15.4955,18.9285,22.9195,18.746,19.587,14.719,18.5995,21.132,18.008,15.434,13.589,11.1685,12.167,11.9525,12.305,12.391,10.9785,10.471,9.404,9.802,9.8915,10.2295,8.614,8.697,8.869,8.232,8.2235,8.0015,7.6135,7.691,7.4015,7.33,7.2395,7.166
10/26/2021,7.278,7.2135,8.2115,9.353,7.679,7.2575,7.1405,7.1855,7.15,7.7455,8.43,12.0585,11.762,11.5695,22.6425,19.5675,19.205,21.78,10.981,12.2455,23.7405,19.416,18.3405,16.3585,12.7185,12.5225,13.9105,11.9715,12.159,11.8465,10.5735,10.6945,10.2335,10.487,10.7555,11.3365,10.6255,9.1375,8.89,8.6245,8.6565,8.115,7.9685,7.888,7.535,7.009,7.023,6.8625
10/27/2021,6.9015,6.7945,9.1495,8.632,6.947,6.7915,6.9215,6.8235,6.834,7.3885,7.767,8.218,9.519,11.2045,18.8915,22.163,18.904,24.204,12.1585,11.592,20.364,19.66,22.7895,20.4695,14.1215,13.17,12.213,10.9795,12.2055,13.3055,10.585,10.603,10.2425,9.853,10.563,10.4875,9.1185,9.0545,8.8525,9.027,11.4075,10.2455,8.73,8.5945,8.2075,8.183,7.6185,7.757
10/28/2021,7.2565,7.312,7.2415,7.1675,7.0505,6.93,6.8745,6.954,7.2175,7.5385,7.813,8.4585,10.382,13.0805,18.243,23.53,16.54,22.407,14.232,10.8135,18.974,18.3295,22.609,18.163,14.936,14.1715,11.2965,11.1515,12.29,13.0545,10.7435,10.579,10.2685,9.4945,11.162,11.0775,8.918,8.422,8.5425,8.171,8.4455,7.782,7.4355,7.477,7.251,7.0445,7.1285,7.1805
10/29/2021,7.014,6.963,7.0575,6.9925,7.0165,6.8895,7.0305,6.8945,7.01,7.36,7.729,7.8385,10.399,11.3655,15.074,12.575,19.1195,14.0465,23.024,13.3615,17.085,16.58,19.7375,17.816,16.9005,13.8745,12.7595,14.384,11.462,15.103,13.614,10.2935,10.088,9.777,9.696,10.0785,9.383,8.9075,9.2845,8.804,8.662,8.1405,7.975,7.922,7.412,7.3065,7.508,7.4415
10/30/2021,7.381,7.442,7.198,7.4095,7.114,7.0985,7.353,7.1775,7.1285,7.568,8.345,12.498,12.3985,10.71,12.259,14.606,14.9505,16.891,23.951,17.1785,16.4165,18.5445,16.068,18.1105,18.558,18.3615,14.0045,12.039,13.3295,16.786,10.764,10.21,9.8585,10.017,10.7655,11.1345,9.742,8.4945,8.696,8.5905,8.4985,8.289,7.967,7.8265,8.144,7.687,7.1355,7.1325
10/31/2021,7.174,7.063,6.8515,6.757,6.8515,6.929,6.7425,6.7905,7.2005,6.9115,6.956,7.399,8.579,12.022,16.0315,10.912,23.271,16.5935,22.535,18.8735,15.515,13.291,16.714,16.6975,13.223,13.0495,13.311,13.347,11.077,11.897,10.7505,13.6975,10.7355,11.3665,10.041,11.6745,10.986,10.118,8.956,8.578,8.8775,8.6475,8.6205,8.529,8.305,7.847,7.7305,7.752
