Demand,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
29/06/2021,9.0925,4.0739,3.9744,5.5615,8.8925,3.9076,4.3552,7.123,3.8658,9.7325,3.6883,4.2064,21.84,23.2095,10.5885,9.088,7.285,3.6146,0.0672,0.6208,0.2784,0.008,0,2.8784,6.384,13.387,14.0335,9.7985,6.8145,12.1565,17.0275,13.2845,18.2675,19.6255,20.8465,3.6177,5.232,5.128,4.8864,4.288,4.6048,5.8415,5.4305,5.0655,4.8017,4.5312,5.7055,5.1855
30/06/2021,5.512,3.8114,4.6928,4.9952,5.288,5.843,5.477,3.7792,5.259,5.1855,4.9203,4.7632,4.0384,4.28,4.3744,4.4224,3.9328,1.7072,2.84,2.1568,2.3088,1.384,2.08,3.1072,2.528,1.8016,1.0496,1.896,0.4656,0.6176,0.1824,3.6736,4.3536,2.6544,5.0655,4.1889,3.92,3.7456,3.9456,4.936,5.062,4.2436,5.5135,5.347,5.2895,3.9844,5.2255,5.1505
01/07/2021,5.318,5.341,3.1826,4.4608,4.9648,5.2205,5.0835,4.928,3.2288,4.2768,3.6976,3.0944,2.0912,0.5312,1.92,1.7024,1.2384,1.4384,0,1.3264,1.3728,1.4288,0,1.3008,0.9264,5.176,0,0.5376,2.944,3.1072,6.216,0.3264,3.0336,0.024,4.9376,8.3085,3.2227,5.224,2.16,7.011,2.1314,3.7696,7.2,1.8016,3.9808,3.6752,4.6496,1.6704
02/07/2021,3.7072,8.1775,3.8145,8.798,3.9748,3.8208,6.374,3.762,7.3455,3.5169,6.072,31.5615,28.611,2.0499,6.512,6.0205,4.7123,3.4896,2.2,0.5568,0.0288,0.0176,0.096,8.3695,27.5025,14.392,0.0896,2.8272,17.2895,33.3725,33.2865,30.5075,11.5645,6.8,2.1139,1.8544,7.475,3.9026,7.992,4.3728,5.267,5.496,8.8705,3.9505,6.3565,8.5825,4.1858,3.9104
03/07/2021,5.592,8.251,3.8338,6.382,8.128,4.658,3.9888,5.9165,8.541,3.2993,4.3024,5.774,27.2435,14.816,4.4097,0.6208,4.5264,4.1248,6.0445,2.8595,3.2592,1.6912,1.768,9.0765,8.136,29.421,19.3805,0.0004,0,10.198,27.09,28.126,24.152,9.3635,0.8625,2.4,5.1615,8.472,3.8625,4.3872,4.3152,9.2,4.0448,4.1232,8.907,4.2258,4.0576,4.056
04/07/2021,7.7165,4.0451,4.0208,9.128,4.0368,4.0064,3.9328,8.619,3.8386,3.8528,7.899,5.0095,26.1475,11.971,4.213,0.12,4.4896,1.9184,0.1856,0,0,0,0,0,2.0128,29.1135,7.1215,0.2674,0.5536,1.624,24.6975,28.7425,25.926,18.5075,0.6977,1.4592,4.768,4.3088,4.9648,3.6992,5.587,3.909,6.078,3.922,6.248,3.8848,6.174,3.7796
05/07/2021,5.118,4.1572,5.112,5.536,3.7248,5.462,3.7812,5.5135,5.5825,3.6416,4.9008,3.064,4.784,2.7216,3.536,0.368,2.128,1.9456,0.0464,1.7088,0.3968,3.2544,0,1.8864,0.0176,1.5056,0,2.6832,2.384,2.4272,0,2.3152,3.6992,3.912,0.5696,3.3776,2.0336,4.7104,3.0384,5.006,3.5188,5.499,5.707,3.7972,5.926,3.8036,4.456,4.0464
06/07/2021,4.72,4.3344,3.7344,5.467,5.483,3.6676,5.5645,3.8035,5.5485,3.5187,4.3328,0.6352,2.2544,0.4208,2.4736,0,1.3552,0,0.9952,0.0128,1.4096,0,1.5344,0,0.7568,2.7216,0,1.6384,0.0672,2.9424,1.9888,1.8224,0.0992,1.64,1.5984,3.0592,4.1872,3.7104,5.1055,3.6353,5.648,3.6576,5.6685,3.7123,5.52,3.8256,5.16,3.2592
07/07/2021,5.27,5.3745,3.6307,5.251,3.7058,5.2255,1.3921,3.7536,3.0544,4.528,2.904,1.6752,2.504,0.3744,1.6416,0.2464,6.347,0.2754,3.1376,1.6096,0.952,2.848,0.2448,3.3552,2.4848,4.0576,0.6336,4.688,1.224,14.4655,1.9233,6.246,2.9012,2.7104,2.3088,4.7776,7.1565,3.1587,3.8608,8.032,3.8848,3.8368,4.1312,7.11,3.9188,3.9344,8.795,2.9986
08/07/2021,3.8416,3.8656,8.67,3.8308,3.9328,3.7872,6.104,3.848,5.891,8.357,2.1904,5.248,29.896,16.659,1.077,5.8445,8.2835,5.4125,5.949,2.7841,4.3968,5.067,0.8642,0,1.0176,5.939,13.08,0.037,1.24,1.7488,25.5805,24.744,24.437,17.7565,0.202,2.0816,3.7536,9.8095,3.7505,3.9584,4.216,8.8925,3.9891,4.1232,8.2975,4.1809,3.2752,5.4895
09/07/2021,7.4,3.8993,4.1008,9.1295,4.1041,3.952,4.0512,8.659,3.7986,3.4416,2.4576,27.7135,23.0285,2.25,1.632,2.92,1.2896,0,0,0,0,0.032,0.2464,0.0816,3.992,15.2655,20.043,0.5139,0.0736,3.3232,26.883,29.067,25.9745,20.741,1.1089,1.9648,3.8992,9.939,4.0754,4.184,4.2,9.2205,4.0595,4.1888,9.064,3.848,3.6624,4.1696
10/07/2021,8.808,4.368,4.1984,9.091,4.1122,4.1824,4.1504,9.0125,4.3107,3.6976,3.6128,10.3775,31.2925,22.048,4.1636,7.8735,4.5537,5.398,0.5396,1.08,0.3184,0,0,0.0032,0.0272,0,12.8015,0.0289,0,0.016,16.534,23.4305,24.312,25.8515,2.6864,3.072,4.3952,10.328,5.1725,4.7379,4.808,8.811,4.245,4.1104,7.248,5.211,4.1618,4.152
11/07/2021,8.9215,4.1457,4.0656,4.128,8.2975,3.9873,4.1616,8.808,4.0336,2.8016,3.0112,14.251,28.315,8.202,5.456,0.6336,5.5775,3.9217,0.2176,0.0592,0,0,0,0.0176,0,0,5.619,0.0002,0,4.1648,25.792,23.8175,24.024,6.6465,0.6176,3.0432,6.936,4.552,7.3935,4.5057,4.6608,5.6815,5.451,6.1055,3.8052,5.4925,3.9075,5.152
12/07/2021,5.536,3.8816,5.536,5.731,3.8482,5.683,3.917,5.47,3.4932,4.776,4.4576,1.7072,2.024,0,1.3392,0.7888,0.5136,1.1824,0,0.9696,0,1.0192,0,1.0656,0,1.0848,0,1.0288,0,1.1952,0,1.1904,1.2592,0.2064,0.1856,3.7744,3.3664,6.0045,5.245,5.7455,6.419,5.2785,6.565,4.7169,5.619,3.8562,5.931,4.261
13/07/2021,5.5535,4.1169,5.646,4.3092,5.187,5.587,3.8596,5.427,3.309,5.04,2.912,3.3808,0.4544,1.5424,0.5536,0.9744,1.1552,0,1.1264,0,0.8992,0,0.928,0,0.8272,2.1376,0.0208,1.28,0.5136,0.8752,1.4304,0,1.5712,0,2.3392,1.9296,5.3775,6.0145,4.4288,6.6815,4.9457,6.856,4.8832,7.3165,5.045,5.2785,6.238,4.1972
14/07/2021,6.608,4.0736,9.307,3.8386,4.3152,3.9216,3.872,8.651,3.1666,3.6576,2.904,26.6575,25.2465,2.8272,1.5072,1.8336,4.5344,0.6864,0.1552,0,0,0,0,0,9.547,21.44,6.9425,0.0001,0.0048,0.352,24.344,26.1885,24.0305,15.029,0.4064,1.7504,5.0205,6.405,4.0497,4.432,9.699,4.2898,4.0208,4.0384,3.584,6.304,4.0512,5.952
15/07/2021,7.8575,3.9633,4.08,8.76,4.0544,4.0576,4.0816,5.859,3.557,5.6015,3.0081,7.152,19.8095,27.72,0.4289,3.6032,3.0176,0.5488,0.0544,0,0,0,0,0,15.198,13.189,0.0002,0,0,0,0,23.032,23.816,25.5885,4.1939,2.2304,4.0464,6.446,6.922,4.8032,7.2125,4.9523,6.336,3.8432,4.8848,5.139,6.096,4.2434
16/07/2021,6.1405,4.2243,6.1295,4.1953,5.971,4.141,6.1935,3.6929,5.992,3.8928,4.9264,2.3296,3.696,1.3024,2.2064,0.4416,1.5184,0,3.1552,0,1.2128,0,0,1.2496,0,1.3712,1.96,1.584,1.3088,0.0352,1.9392,0,1.5552,0,2.08,2.184,5.1485,4.1651,4.9264,6.502,5.186,6.8175,5.032,5.6495,4.317,6.1245,4.3443,5.8975
17/07/2021,4.2849,6,4.312,5.864,4.2736,6.1855,4.2753,5.28,4.2,5.4975,3.4369,4.1296,1.0944,1.7424,0,1.4496,0,1.2128,0,0.9888,0,0.7952,0.1856,0.5168,0.7472,0.0048,2.9872,0.8384,0,1.3328,0.4496,23.1565,24.8435,12.3055,0.6705,2.704,4.936,8.344,4.8112,5.187,10.0705,5.179,4.4787,4.1456,9.1135,4.4497,4.4512,6.7245
18/07/2021,6.96,4.3651,4.4608,8.9135,4.4017,4.4208,4.008,7.5885,4.1475,4.0912,8.6285,3.5907,1.12,4.312,0.3552,3.7936,1.3792,3.872,0.5072,0.3392,0.1472,0.0576,0.224,0.1232,1.7648,25.326,9.1155,0.0273,0.3824,0.1808,0.6032,26.024,26.0285,26.7055,28.738,29.4575,6.976,3.6081,6.112,3.704,3.9488,6.854,3.5412,3.7888,6.414,3.9748,6.102,6.0945
19/07/2021,3.9779,5.915,3.957,5.8815,5.7505,3.896,5.2015,3.8353,5.894,3.5716,5.374,2.6868,4.68,2.6784,4.0064,3.4176,0.1408,1.6608,1.2976,0.376,1.3312,0,1.5248,0,0.8224,0,1.3344,0,1.3664,1.0928,0,1.4912,0,1.5872,0.008,2.384,0.9376,3.8992,3.0032,5.168,3.8096,5.6415,3.2161,5.6,5.6845,3.8115,5.611,3.8226
20/07/2021,5.5245,3.9203,5.638,3.7972,5.4,3.7024,5.086,3.7588,5.622,3.6548,4.704,1.4944,2.0448,1.3392,0.76,1.256,0,1.7936,0,1.5872,0.0016,0.872,0,1.4272,0,1.3104,0,0.9376,0,3.0176,0.0384,0,4.5376,0,0,0.3264,2.2704,4.2912,5.051,3.5042,5.8765,3.6627,5.7005,3.7235,5.763,6.216,3.8018,5.7535
21/07/2021,3.7313,5.715,3.7362,5.974,6.106,4.128,3.6272,8.8525,3.8547,3.4976,2.8,23.5885,28.8545,3.0722,5.4445,0.3603,7.328,1.48,1.4784,0,0.2928,0.2704,0.5616,0.1888,0.3408,1.6512,2.3856,0,0,1.1632,24.2285,26.533,25.675,28.2355,29.139,27.931,19.338,3.288,4.0912,6.1535,6.44,3.4145,5.579,3.8706,5.8415,3.8817,5.9455,3.8529
22/07/2021,5.64,5.595,3.8322,5.5405,3.8179,4.9152,3.7504,5.84,3.6976,5.4575,3.2369,5.07,2.73,4.2912,1.7552,1.8832,1.9424,0.2576,2.6656,0.0336,1.5728,0,1.4624,0,2.1056,1.2704,2.5008,3.8976,2.5776,0,1.9024,0.1008,3.8528,1.5664,0.768,7.7405,3.1491,2.224,3.8864,8.515,3.9234,2.4688,3.872,5.8125,3.7491,5.8125,3.5971,5.606
23/07/2021,6.042,3.7792,5.6205,3.8371,7.358,2.9044,3.888,8.632,3.9456,3.5728,3.1536,10.139,30.587,13.949,6.555,2.282,3.2368,4.1696,6.094,3.7876,7.454,3.962,3.3136,0.4224,1.8384,9.4495,12.107,3.4035,2.3344,5.272,17.624,31.326,28.7505,30.6515,10.643,3.4482,3.1936,7.91,3.6708,3.7616,3.7504,8.776,3.9776,4.0176,8.814,4.3412,3.8016,3.9424
24/07/2021,8.854,3.9636,3.8464,3.9824,7.79,3.5908,3.9632,4.7408,7.8415,3.6657,3.584,11.939,28.8065,10.907,3.8355,0.9568,4.3552,1.7024,0.1888,1.2192,0.4336,0.1328,1.28,1.6944,0.4208,17.302,1.002,3.4816,2.3424,3.6096,8.848,30.363,30.635,30.402,13.438,2.9172,4.7008,3.56,6.1295,6.424,4.0177,6.2925,3.9011,5.7565,3.9331,5.9775,5.856,3.9681
25/07/2021,5.995,3.9586,3.84,5.9135,5.7645,3.826,5.9485,3.9011,5.7135,3.8113,5.808,3.5248,5.2205,3.4227,2.8368,6.1855,1.4241,4.1488,0.9376,0.3152,3.712,0.4464,0.0688,0,24.048,29.3615,9.907,1.1731,5.1965,4.8211,16.1565,2.4947,2.128,5.8605,2.2659,2.3712,7.8045,3.4707,2.7824,6.9455,3.4257,3.608,7.752,3.68,3.6672,7.2125,3.6963,3.6208
26/07/2021,7.39,3.6292,3.6368,6.918,3.3668,3.5456,5.208,1.84,2.688,4.5696,1.3776,2.6192,2.336,0.6432,3.0416,1.84,3.72,0.3616,3.0176,0,2.504,0,1.6928,0.416,1.216,0.6256,0.8704,0.3952,1.992,4.088,0.7696,5.4125,1.6275,4.824,6.8285,2.2787,4.904,3.0032,6.7935,3.2833,8.128,3.8624,5.752,8.2045,3.7139,5.915,3.669,8.3375
27/07/2021,3.7201,5.939,8.709,3.2512,3.7888,8.8975,3.7745,3.7648,6.5295,7.712,3.2993,3.9248,0.4416,4.312,0.3552,2.976,1.1936,5.1295,0.0017,1.8944,3.0512,0.0176,1.992,3.032,0.5264,0.0272,1.7152,3.6848,0,1.5808,0,4.3584,0.2496,1.6912,4.7984,0.5056,3.9632,2.736,6.1215,2.5761,7.27,3.3284,4.5392,6.075,1.685,5.171,1.7026,2.024
28/07/2021,7.472,1.704,4.4368,2.7568,5.4205,1.7971,4.7568,6.6575,1.9681,1.2464,3.9184,4.8864,1.2176,5.9085,1.3299,3.3952,0.6512,5.7005,6.32,4.1923,3.192,0.8848,0.5632,0,6.9725,8.5855,27.7475,3.3889,0.5504,4.5792,28.3055,27.507,23.928,26.581,1.2177,2.3808,2.2704,5.4175,8.04,3.9233,3.9728,8.6605,3.9555,3.736,3.992,8.952,3.888,3.8752
29/07/2021,5.5695,6.9165,2.6356,3.4688,8.715,3.0242,2.6848,8.086,2.202,1.9216,1.4976,11.686,28.064,9.746,1.5472,2.6448,3.1072,1.704,0.4576,0.9104,0.5264,0,0.4768,0.336,0.0416,5.096,15.563,2.4706,0.0288,0.016,16.038,22.928,23.7105,27.0545,1.333,0.968,2.88,8.819,3.7858,8.942,4.5236,4.3264,7.454,4.1156,9.0095,4.1393,4.0032,6.483
30/07/2021,8.7135,3.8035,3.5552,8.934,4.018,3.9728,6.422,3.9348,6.734,8.1585,3.3747,6.7855,29.3905,19.2815,0.0001,3.8992,0,2.7376,0,0,0.3648,3.016,0,0.0048,0.4288,0,0.7664,0.4736,0.9152,5.8925,12.4735,31.448,28.837,26.128,23.867,3.586,2.0368,8.0095,3.5681,4.032,6.5135,8.4975,4.1458,5.6285,4.3011,8.739,3.933,4.1088
31/07/2021,9.419,3.637,3.6096,6.3055,6.6095,3.8834,8.688,3.8416,4.048,9.72,26.1695,25.4095,3.6626,4.0096,2.3376,4.8592,1.224,0.3488,0.656,1.3904,0.0176,1.9136,2.2992,16.464,26.912,33.534,14.149,3.8626,4.2208,25.659,28.411,28.72,17.0145,0.2979,3.3104,8.056,3.4864,2.888,3.7872,6.8175,5.1905,5.4605,6.328,4.2947,5.886,3.9588,5.963,5.6255
01/08/2021,3.7731,5.0095,3.7361,5.571,3.7522,5.664,5.611,3.8802,5.214,1.9716,3.8416,3.3072,0.816,2.912,1.472,2.9248,3.8144,0.7936,4.3376,6.438,0.3172,3.4672,3.6208,2.1616,1.1488,1.024,2.3856,2.544,3.5776,1.304,7.9405,16.096,0.0083,0.3376,3.288,1.9616,2.4144,5.512,4.032,6.4335,4.2449,5.856,3.8656,5.9375,3.8913,5.7455,3.7953,5.7965
02/08/2021,3.5171,5.2525,3.8339,5.8365,3.9555,5.262,3.8756,5.424,5.6125,3.6947,5.214,2.5012,3.1232,1.192,2.0352,1.4336,3.6224,0.384,3.9952,4.6032,0.9104,0.5872,1.4512,1.5728,0,2.9952,2.5392,1.888,0.0144,2.488,0.0112,2.3232,1.0848,2.6896,3.1408,4.9264,2.96,5.011,3.6674,5.6685,5.4275,3.7536,5.539,3.8178,5.544,3.7296,5.5935,3.7665
03/08/2021,5.0495,3.6961,5.136,2.2976,3.92,1.3744,3.8752,1.5504,4.1968,1.5248,3.8304,0.9728,3.5216,1.3872,2.6496,0.776,2.304,1.0176,2.5584,0.416,1.7984,0,1.1024,0,1.5376,0,1.6208,0,1.3408,0,1.6432,0,1.7424,1.2048,0.5856,1.8976,0.2032,2.408,1.0256,3.1488,3.0624,3.0624,1.7488,1.8144,3.7024,4.3952,1.256,3.5504
04/08/2021,1.3456,2.8688,1.0224,3.8576,2.6464,3.6272,0.9136,2.976,1.4384,3.1088,3.1232,2.1536,2.4432,0.4432,2.072,0.1888,1.5456,0.7968,4.7632,0.2272,0.0208,3.344,0.2912,0.0224,1.3104,0.448,2.6832,0.8608,2.8976,1.6336,3.2576,5.2845,13.224,4.5155,0.0256,0.9136,7.614,3.2004,3.2912,9.0445,3.9539,3.8512,3.8096,9.0525,3.9075,3.7376,5.5085,2.2931
05/08/2021,6.1645,7.381,3.7409,5.915,2.0066,4.9344,1.5056,4.5696,1.6064,4.3184,5.358,7.781,29.7425,16.5535,2.005,8.32,7.6575,8.32,9.264,3.4737,3.4096,2.2992,0.5056,0.0016,1.5696,10.656,1.5584,0.344,1.7664,4.2304,6.686,27.805,25.843,26.9715,29.4175,29.4225,31.1215,17.043,4.0948,9.47,4.6932,4.56,7.0575,9.003,4.4067,6.627,8.304,3.6834
06/08/2021,3.952,5.8045,8.4975,3.9844,5.9615,3.9425,8.4445,3.8515,6.131,8.1985,3.6481,10.3325,22.565,21.7105,6.942,6.1345,0.6323,4.2128,2.8736,2.9136,4.8592,4.9792,0.5328,1.4592,4.4464,10.7375,24.3005,21.792,3.5556,7.038,22.165,26.2735,22.997,20.8445,19.986,11.251,2.5122,4.8,4.3456,6.7325,4.0515,6.374,4.3444,9.0175,3.9521,4.0624,5.558,3.8404
07/08/2021,9.2815,3.9441,4.0624,4.0768,6.822,5.605,4.0546,8.8575,3.9009,4.008,6.979,7.088,21.8095,20.5185,5.2735,3.4915,2.464,0,0,0,0,0,0.0032,0,0,11.736,3.7168,0.2832,0.7072,3.7504,17.7245,20.384,18.509,20.904,19.443,16.5315,8.592,4.6752,9.7695,5.2205,7.584,9.861,5.4415,5.309,7.2705,9.688,4.7072,6.9885
08/08/2021,7.165,7.9055,4.6914,6.584,9.6655,4.7761,4.7568,11.166,4.6708,4.4192,3.9728,11.003,22.3825,21.0655,8.312,3.557,2.8512,0.1296,1.2256,1.304,0.6192,0.2704,0.0176,0.1056,6.566,7.6355,9.835,0.1939,0.7152,0.7552,6.168,15.619,13.256,17.429,19.6255,19.9345,20.928,22.192,22.571,15.613,3.88,5.451,5.2895,5.445,5.267,3.4547,5.1455,5.2445
09/08/2021,5.304,5.1745,3.7411,5.326,5.2945,5.541,5.3085,5.674,3.6416,5.104,4.9024,4.8288,2.6848,3.9088,2.8304,1.7744,0.1008,1.2576,1.888,1.2944,0.4736,1.0336,1.344,1.7488,1.4768,0.3296,1.6128,1.272,2.3936,1.448,3.944,4.3568,2.8496,0.8224,2.5904,4.3328,2.7552,4.3456,4.7184,4.9984,3.6208,5.214,5.1585,5.1875,3.6928,3.2256,4.9456,3.7328
10/08/2021,5.003,5.1665,4.8785,3.6336,5.182,5.277,5.189,3.5264,5.0765,2.5539,4.9632,3.1616,3.8336,2.8864,1.3184,0.0128,1.2784,1.3008,0.6864,0,1.552,0.8704,1.5824,0.1424,0.7904,0.9616,2.488,4.6016,2.9504,3.3424,0.0064,2.5248,4.3088,0.9152,2.136,3.4192,7.5085,2.5587,3.504,8.2255,3.9057,3.7744,7.6285,5.8275,3.7136,3.3184,6.104,5.742
11/08/2021,3.6404,7.7885,4.6131,3.688,3.9296,9.6255,3.8145,3.6,3.632,8.7485,3.8419,4.4944,7.286,2.1316,7.2255,4.2945,5.568,6.1375,4.8689,4.9008,4.7264,3.7936,0.4,0.8288,2.4096,21.1085,22.829,20.9535,1.805,8.238,12.397,22.7775,17.3855,18.162,20.398,20.616,4.674,7.6175,4.2865,8.8365,4.2003,5.435,8.744,3.933,3.3808,6.6655,8.6525,4.0308
12/08/2021,5.8175,4.2257,8.544,3.8512,5.6735,8.912,3.9665,3.9568,6.328,6.886,3.858,12.392,23.1165,23.5025,10.64,8.5985,7.3345,9.0925,7.837,5.672,6.072,7.651,3.0691,0.9536,4.336,2.8656,16.435,21.2,4.581,9.9485,18.3745,25.645,21.4125,22.3695,22.176,14.581,4.3394,4.3552,5.963,9.1775,4.5939,7.054,7.962,5.2335,3.3073,7.438,3.9124,6.44
13/08/2021,8.0845,3.9923,6.7215,8.1295,4.0658,8.6205,4.0099,3.7248,4.8608,8.859,3.8946,9.9135,23.251,22.2355,9.827,7.08,9.523,6.781,6.736,2.2162,2.3808,5.387,3.4066,0.8688,1.5376,20.667,18.805,4.232,6.8285,16.608,27.2835,27.0205,21.7555,22.312,22.448,13.27,4.6228,9.7165,4.6451,9.0445,4.3875,4.064,6.4685,8.6115,3.6256,5.787,8.4655,4.1043
14/08/2021,8.224,4.2016,8.6415,4.2465,3.976,8.571,4.117,8.1325,3.7987,8.512,3.9248,5.5535,20.6335,22.016,12.653,6.752,10.0895,9.9485,7.786,1.632,4.8016,6.462,1.138,0.232,7.3215,20.7005,13.7795,0.5345,0.6608,2.1936,7.712,17.984,19.59,21.296,22.5715,22.656,4.9473,5.782,4.4884,6.216,5.8335,4.1713,5.5935,4.1633,4.8032,5.438,5.546,3.9744
15/08/2021,5.4015,5.4705,5.475,4.069,5.555,3.9026,5.72,4.904,5.3375,3.9057,5.275,5.181,2.7248,3.72,1.4624,3.0496,2.6432,0,1.2928,0.8928,0.0304,0.8912,1.2768,0,1.2528,0.3728,11.56,20.768,22.152,20.6045,3.1331,3.4352,0.6752,2.872,4.5184,3.9024,5.752,5.899,5.848,3.9666,5.2765,5.3635,5.347,3.4898,5.1295,5.2365,5.157,3.989
16/08/2021,5.4365,5.245,5.363,3.9155,5.283,5.5025,3.5617,4.8128,5.1725,3.7843,5.4605,5.173,5.0815,3.0818,4.2272,4.6032,4.4688,2.3072,1.5856,1.5376,4.152,3.272,0,2.9072,0,1.7024,4.176,0.5104,1.1104,0.9824,2.2496,0.2896,2.8288,3.1104,1.3072,2.3104,7.2255,3.6465,3.656,3.8768,9.136,3.8416,3.4208,3.4544,8.32,3.704,3.9472,8.307
17/08/2021,3.805,3.8,3.76,9.531,3.661,3.7744,2.2336,5.174,5.205,6.253,3.8448,7.4205,5.5585,3.237,2.9424,1.6944,2.608,4.9376,0.1312,0.6112,0.1792,3.6432,0.832,3.216,0.4624,0.1776,2.2976,0.2944,1.2784,0.0048,1.28,0.0592,3.08,0.0048,3.1088,5.294,2.7796,3.4032,4.3104,8.248,3.624,3.776,3.688,3.5136,6.331,3.5538,6.0685,3.6995
18/08/2021,6.4045,4.8547,4.656,6.7455,3.5441,5.448,1.3568,6.691,3.5922,5.528,9.174,4.674,3.632,6.4525,1.4515,3.3872,2.2992,1.7856,0.5104,0.7056,1.736,1.1232,0.0112,0.0048,4.0928,7.352,15.795,13.509,0.432,2.3616,2.6464,15.542,18.3425,19.6755,20.2605,21.096,21.941,15.0815,5.376,4.3234,4.4128,8.92,3.528,4.064,3.9296,8.982,3.9492,4.0512
19/08/2021,4.4112,5.5375,5.8465,3.8192,8.87,3.4436,3.7792,4.9824,6.272,3.7968,9.4525,12.48,22.4785,22.211,3.474,7.016,6.872,2.2272,2.6384,0.264,0.184,0.1232,0.8432,0.192,0,9.123,10.3455,0.2323,1.056,2.1952,16.832,19.275,20.3745,20.9745,21.379,21.5745,11.1965,6.4625,4.8099,6.107,4.5666,5.3645,5.573,3.9761,5.568,5.411,4.2306,5.5405
20/08/2021,5.4495,3.858,5.48,5.2415,3.8993,4.5648,4.8816,3.9696,5.1135,5.379,3.8387,4.6992,3.032,2.5296,1.4976,4.1216,1.0176,1.896,1.5904,0.5552,8.6125,4.7811,1.4272,0,2.5456,2.8912,0.608,2.6768,0.0496,1.048,0.224,1.3008,2.0064,1.5584,3.7984,3.0928,5.1215,5.5135,4.3618,5.739,5.5855,2.2163,5.024,3.8064,5.43,5.269,4.0034,5.1615
21/08/2021,5.4385,3.7696,5.3215,3.8305,4.7792,3.3744,3.8048,5.166,3.8596,5.4175,5.1405,3.6132,4.5328,4.3504,1.9616,5,3.3904,0.1808,1.072,0.008,0.5552,0.6992,0,0.5712,0.5904,0,0.6816,0,0.7744,1.0896,0.9632,3.248,1.2096,0.248,2.7344,4.104,3.2336,4.896,4.9792,4.2704,4.8752,4.9184,3.9248,5.1885,3.8851,5.3005,5.3075,3.8512
22/08/2021,5.168,5.176,3.7344,5.024,4.7328,3.5296,3.936,5.2205,4.1667,4.8,5.1855,3.3329,3.7344,2.5296,1.8256,5.9565,1.7331,1.3312,2.152,1.944,2.0352,0,0.9824,1.7328,0.8576,3.8688,2.2352,1.1472,10.651,3.8738,3.9248,0.8576,3.1536,1.9152,2.6416,8.086,3.85,4.4128,4.4672,6.646,2.2404,6.24,5.2605,5.1535,5.9315,3.8993,5.403,3.821
23/08/2021,6.1695,3.0497,5.84,5.6925,1.2067,6.758,3.034,3.2096,9.9535,3.1665,3.2624,2.7888,2.2352,4.3376,0,0,1.3264,0,1.1504,1.7808,0,0,0.0272,1.4064,0,0,1.8832,0.0048,0,0.0208,1.128,0,1.72,0.9936,3.176,4.1456,2.9904,5.4445,3.7747,5.734,1.7012,7.3325,2.9875,6.278,6.658,3.0416,3.088,3.0192
24/08/2021,4.9616,3.1312,5.411,4.7266,2.0448,5.2735,3.0897,6.0125,3.8483,5.267,5.0705,2.8321,4.4848,0.6848,1.936,0,1.264,0.6976,0.6576,1.304,0,1.608,0,0.7664,0,1.688,0.6496,0,1.3392,0.0064,1.1952,0.512,1.7472,0.1392,2.8688,3.832,3.0304,5.875,3.8898,3.8832,3.1456,5.846,6.0435,3.8721,5.36,3.12,5.0925,2.9939
25/08/2021,5.2495,4.1889,4.9648,3.6896,3.2032,5.168,2.9712,5.848,4.68,5.587,2.8978,2.8272,6.606,2.6868,1.8608,0.152,2.672,0.2224,0,1.6768,0,2.6752,0,0,4.744,0,0,0,1.448,0,2.224,0.1104,2.624,1.0112,1.808,3.5472,2.1632,3.2064,1.568,3.9072,1.6112,3.1488,4.0416,2.3872,3.7232,0.776,3.8736,1.44
26/08/2021,4.1216,2.2672,2.0576,3.7168,1.3136,3.0944,1.424,3.9136,2.4192,2.9808,1.5872,5.9245,19.8515,19.2925,8.704,5.5555,4.5088,2.5504,1.5088,1.5744,0,0.3056,1.2368,0.76,1.0048,2.9872,5.3165,2.2099,0.2592,0.5488,1.7808,17.806,18.1635,20.0145,20.419,20.5455,21.656,22.0115,22.112,14.2765,3.1587,3.0128,5.467,2.373,6.1565,4.7667,2.552,2.6576
27/08/2021,2.0352,4.3136,6.027,2.3058,4.0736,1.9488,5.4125,1.8931,4.0368,3.7664,2.0784,9.8495,21.5565,24.458,16.587,12.592,8.269,8.4445,5.7425,1.9282,4.096,5.224,3.0768,4.6192,17.824,22.942,24.709,11.643,4.6532,19.8365,25.0465,24.587,20.21,20.126,14.1825,3.1203,4.1744,8.5295,3.8385,3.8112,4.12,8.64,3.7744,4.0672,8.952,3.9904,3.7872,3.976
28/08/2021,8.8975,3.6369,2.9712,4.8176,8.414,3.6788,3.8144,6.07,4.042,8.6765,3.8179,6.5405,22.8575,22.757,10.987,8.3825,5.096,5.2015,3.0724,1.6016,1.312,3.2624,1.3952,0.496,3.3856,7.5535,20.712,3.9105,2.1344,4.5936,8.9325,17.776,18.4835,20.118,21.8785,22.2595,10.096,5.7295,4.1345,5.3295,5.7455,5.4255,3.9507,5.52,5.451,3.9282,5.267,5.3185
